Created Due : Tue Aug 16 11:30:01 2022

Time,actual_pos,actual_vel,actual_tor
1660617013135608035,-742,96,98,17684,86,45,0,0,25,9199,75,77,
1660617013137672995,-729,79,24,17698,88,32,0,0,-12,9208,46,15,
1660617013139703650,-716,101,37,17710,98,32,0,0,37,9218,83,90,
1660617013141480684,-705,101,-1,17722,93,56,0,0,37,9227,71,101,
1660617013143584156,-692,94,61,17735,84,106,0,0,1,9237,75,52,
1660617013145517470,-679,84,48,17748,85,20,0,0,37,9247,87,52,
1660617013147537320,-667,96,61,17761,96,-5,0,0,-36,9256,52,77,
1660617013149512203,-655,107,37,17773,106,32,0,0,-24,9265,78,15,
1660617013151493824,-642,103,48,17785,95,82,0,0,49,9274,59,139,
1660617013153534116,-629,92,74,17799,88,119,0,0,37,9285,72,-9,
1660617013155533965,-617,87,86,17812,80,-30,0,0,-36,9293,78,90,
1660617013157488308,-603,88,37,17825,96,-5,0,0,-36,9303,49,28,
1660617013159633141,-591,95,37,17838,96,-5,0,0,-36,9313,76,28,
1660617013161659069,-578,100,37,17850,93,56,0,0,-36,9322,73,151,
1660617013163766552,-564,99,74,17864,101,93,0,0,-48,9332,69,28,
1660617013165660391,-551,88,86,17877,77,7,0,0,37,9341,83,90,
1660617013167566820,-538,85,24,17890,101,-5,0,0,37,9351,61,64,
1660617013169423840,-525,89,24,17902,96,20,0,0,-24,9361,75,28,
1660617013171456219,-513,99,24,17915,109,32,0,0,-36,9370,82,139,
1660617013174316614,-500,99,48,17927,89,106,0,0,-12,9379,70,52,
1660617013175635474,-488,99,98,17941,77,-5,0,0,-36,9389,78,64,
1660617013177658387,-474,79,61,17954,97,32,0,0,37,9398,73,64,
1660617013179726386,-461,97,48,17966,96,7,0,0,-48,9408,78,28,
1660617013181818961,-448,103,37,17979,93,7,0,0,-36,9417,55,127,
1660617013183624688,-435,81,24,17992,92,82,0,0,-24,9427,73,40,
1660617013185670849,-422,96,61,18004,88,20,0,0,-36,9436,79,101,
1660617013187607744,-409,83,48,18019,91,-5,0,0,-12,9446,66,40,
1660617013189647404,-397,103,37,18030,109,32,0,0,-48,9455,78,15,
1660617013191512234,-384,97,37,18043,97,20,0,0,-12,9465,50,114,
1660617013193690967,-371,110,48,18056,88,82,0,0,-12,9474,82,28,
1660617013195720147,-359,94,98,18069,86,-5,0,0,-48,9483,66,114,
1660617013197606328,-345,87,37,18082,102,32,0,0,-24,9493,72,40,
1660617013199507590,-333,93,12,18094,95,20,0,0,-36,9503,73,15,
1660617013201594339,-320,94,37,18107,98,7,0,0,49,9513,46,77,
1660617013203578704,-307,105,24,18120,93,82,0,0,-36,9523,80,15,
1660617013205630341,-296,94,98,18133,89,-5,0,0,37,9532,70,64,
1660617013207617371,-282,78,61,18146,84,32,0,0,-12,9542,65,40,
1660617013209654742,-268,102,12,18159,105,32,0,0,-12,9551,81,15,
1660617013211581933,-257,100,37,18172,96,20,0,0,37,9560,53,101,
1660617013213584188,-244,95,37,18184,88,93,0,0,1,9571,83,28,
1660617013215633041,-231,92,61,18197,74,7,0,0,-36,9580,79,101,
1660617013217634095,-218,88,48,18210,107,-5,0,0,49,9590,63,2,
1660617013219557038,-205,92,12,18223,111,45,0,0,-12,9599,79,28,
1660617013221561212,-191,110,-13,18235,97,45,0,0,1,9609,58,90,
1660617013223597109,-179,102,61,18248,95,56,0,0,-48,9619,71,28,
1660617013225626073,-166,95,61,18261,74,32,0,0,-36,9628,71,90,
1660617013227616460,-153,91,86,18274,91,-17,0,0,-12,9638,77,64,
1660617013229878804,-140,92,24,18287,101,7,0,0,1,9648,86,28,
1660617013231604033,-127,104,24,18299,95,32,0,0,-12,9657,70,163,
1660617013233639200,-114,95,61,18312,92,45,0,0,37,9667,74,2,
1660617013235631494,-100,106,37,18326,90,106,0,0,37,9676,76,101,
1660617013237560273,-88,99,123,18338,102,-30,0,0,-36,9686,58,15,
1660617013239690188,-75,82,12,18351,99,32,0,0,-36,9696,82,15,
1660617013241869747,-62,94,24,18364,105,32,0,0,37,9705,56,139,
1660617013243912357,-49,99,24,18377,103,32,0,0,-48,9716,79,2,
1660617013245706125,-36,97,61,18389,103,143,0,0,-12,9725,79,52,
1660617013247599727,-23,93,123,18404,76,7,0,0,-36,9735,51,40,
1660617013249610055,-10,88,48,18417,90,7,0,0,-48,9744,83,52,
1660617013251610061,3,87,-1,18428,103,7,0,0,-36,9753,58,127,
1660617013253752881,16,102,12,18441,95,143,0,0,-12,9764,74,40,
1660617013255636761,27,93,12,18454,79,56,0,0,37,9773,99,90,
1660617013257873101,40,89,110,18467,93,20,0,0,-36,9783,55,64,
1660617013259690640,53,76,-85,18480,99,-17,0,0,-48,9793,78,15,
1660617013261677278,66,102,98,18493,107,-5,0,0,-48,9802,65,101,
1660617013263717193,80,98,12,18507,110,45,0,0,-12,9813,81,2,
1660617013265629198,92,102,37,18519,84,45,0,0,-12,9822,78,64,
1660617013267843552,105,89,48,18532,84,45,0,0,-36,9831,52,52,
1660617013269847889,118,81,24,18546,92,20,0,0,-48,9841,78,15,
1660617013271803614,131,102,74,18558,99,20,0,0,-12,9850,61,139,
1660617013274654775,145,94,-25,18572,99,20,0,0,-12,9861,70,15,
1660617013276606024,158,97,37,18584,83,106,0,0,-36,9869,65,151,
1660617013278545870,170,89,61,18597,87,20,0,0,-36,9880,64,28,
